Number,CallDecisionYear,CountryIsoCode,FundingInstrumentGaReporting,Country,Continent,research_area
123666,2008,US,Fellowships,United States,North America,LS
123668,2008,US,Fellowships,United States,North America,LS
123669,2008,US,Fellowships,United States,North America,MINT
123675,2008,FR,Fellowships,France,Europe,SSH
123678,2008,US,Fellowships,United States,North America,SSH
123679,2008,US,Fellowships,United States,North America,LS
123685,2008,FR,Fellowships,France,Europe,MINT
123687,2008,ES,Fellowships,Spain,Europe,SSH
123687,2008,AR,Fellowships,NA,Latin America,SSH
123693,2008,SE,Fellowships,Sweden,Europe,LS
123695,2008,UK,Fellowships,United Kingdom,Europe,LS
123696,2008,US,Fellowships,United States,North America,MINT
123697,2008,US,Fellowships,United States,North America,SSH
123697,2008,US,Fellowships,United States,North America,SSH
123701,2008,UK,Fellowships,United Kingdom,Europe,MINT
123702,2008,FR,Fellowships,France,Europe,SSH
123704,2008,CA,Fellowships,Canada,North America,SSH
123704,2008,NZ,Fellowships,NA,Oceania,SSH
123706,2008,SE,Fellowships,Sweden,Europe,MINT
123707,2008,UK,Fellowships,United Kingdom,Europe,LS
123708,2008,US,Fellowships,United States,North America,LS
124085,2008,UK,Fellowships,United Kingdom,Europe,SSH
124086,2008,UK,Fellowships,United Kingdom,Europe,SSH
124086,2008,FR,Fellowships,France,Europe,SSH
124086,2008,FR,Fellowships,France,Europe,SSH
124094,2008,DE,Fellowships,Germany,Europe,SSH
124102,2008,US,Fellowships,United States,North America,SSH
124102,2008,US,Fellowships,United States,North America,SSH
124103,2008,FR,Fellowships,France,Europe,SSH
124121,2008,FR,Fellowships,France,Europe,SSH
124122,2008,FR,Fellowships,France,Europe,SSH
124122,2008,US,Fellowships,United States,North America,SSH
124122,2008,UK,Fellowships,United Kingdom,Europe,SSH
124122,2008,US,Fellowships,United States,North America,SSH
124122,2008,UK,Fellowships,United Kingdom,Europe,SSH
124124,2008,US,Fellowships,United States,North America,SSH
124125,2008,CA,Fellowships,Canada,North America,SSH
124126,2008,US,Fellowships,United States,North America,SSH
124126,2008,SE,Fellowships,Sweden,Europe,SSH
124126,2008,US,Fellowships,United States,North America,SSH
124127,2008,CA,Fellowships,Canada,North America,SSH
124127,2008,US,Fellowships,United States,North America,SSH
124127,2008,US,Fellowships,United States,North America,SSH
124128,2008,US,Fellowships,United States,North America,SSH
124130,2008,FR,Fellowships,France,Europe,SSH
124130,2008,US,Fellowships,United States,North America,SSH
124131,2008,UK,Fellowships,United Kingdom,Europe,SSH
124131,2008,US,Fellowships,United States,North America,SSH
124132,2008,US,Fellowships,United States,North America,SSH
124134,2008,UK,Fellowships,United Kingdom,Europe,SSH
124134,2008,US,Fellowships,United States,North America,SSH
124139,2008,US,Fellowships,United States,North America,MINT
124140,2008,US,Fellowships,United States,North America,LS
124140,2008,US,Fellowships,United States,North America,LS
124141,2008,DE,Fellowships,Germany,Europe,LS
124143,2008,US,Fellowships,United States,North America,LS
124144,2008,US,Fellowships,United States,North America,LS
124145,2008,US,Fellowships,United States,North America,LS
124148,2008,CA,Fellowships,Canada,North America,LS
124149,2008,US,Fellowships,United States,North America,LS
124150,2008,UK,Fellowships,United Kingdom,Europe,LS
124150,2008,UK,Fellowships,United Kingdom,Europe,LS
124151,2008,US,Fellowships,United States,North America,LS
124152,2008,US,Fellowships,United States,North America,MINT
124153,2008,US,Fellowships,United States,North America,MINT
124154,2008,US,Fellowships,United States,North America,LS
124154,2008,US,Fellowships,United States,North America,LS
124155,2008,US,Fellowships,United States,North America,LS
124156,2008,US,Fellowships,United States,North America,MINT
124157,2008,US,Fellowships,United States,North America,MINT
124160,2008,US,Fellowships,United States,North America,LS
124160,2008,US,Fellowships,United States,North America,LS
124161,2008,DE,Fellowships,Germany,Europe,LS
124161,2008,DE,Fellowships,Germany,Europe,LS
124162,2008,US,Fellowships,United States,North America,LS
124163,2008,US,Fellowships,United States,North America,LS
124163,2008,US,Fellowships,United States,North America,LS
124164,2008,UK,Fellowships,United Kingdom,Europe,LS
124165,2008,US,Fellowships,United States,North America,LS
124165,2008,US,Fellowships,United States,North America,LS
124166,2008,CA,Fellowships,Canada,North America,LS
124167,2008,UK,Fellowships,United Kingdom,Europe,LS
124168,2008,US,Fellowships,United States,North America,LS
124168,2008,US,Fellowships,United States,North America,LS
124169,2008,UK,Fellowships,United Kingdom,Europe,LS
124169,2008,DE,Fellowships,Germany,Europe,LS
124186,2008,NZ,Fellowships,NA,Oceania,LS
124189,2008,UK,Fellowships,United Kingdom,Europe,MINT
124190,2008,IE,Fellowships,NA,Europe,MINT
124191,2008,US,Fellowships,United States,North America,SSH
124194,2008,UK,Fellowships,United Kingdom,Europe,LS
124256,2008,AT,Fellowships,Austria,Europe,SSH
124256,2008,ES,Fellowships,Spain,Europe,SSH
124256,2008,AT,Fellowships,Austria,Europe,SSH
124256,2008,DE,Fellowships,Germany,Europe,SSH
124256,2008,DE,Fellowships,Germany,Europe,SSH
124256,2008,DE,Fellowships,Germany,Europe,SSH
124262,2008,UK,Fellowships,United Kingdom,Europe,LS
124266,2008,FR,Fellowships,France,Europe,MINT
124268,2008,US,Fellowships,United States,North America,LS
124271,2008,US,Fellowships,United States,North America,LS
124272,2008,US,Fellowships,United States,North America,MINT
124272,2008,US,Fellowships,United States,North America,MINT
124273,2008,US,Fellowships,United States,North America,MINT
124274,2008,US,Fellowships,United States,North America,LS
124276,2008,UK,Fellowships,United Kingdom,Europe,LS
124279,2008,NL,Fellowships,Netherlands,Europe,LS
124280,2008,US,Fellowships,United States,North America,LS
124281,2008,US,Fellowships,United States,North America,LS
124286,2008,US,Fellowships,United States,North America,MINT
124287,2008,ES,Fellowships,Spain,Europe,LS
124288,2008,EE,Fellowships,NA,Europe,SSH
124288,2008,SE,Fellowships,Sweden,Europe,SSH
124290,2008,US,Fellowships,United States,North America,MINT
124291,2008,US,Fellowships,United States,North America,MINT
124293,2008,US,Fellowships,United States,North America,LS
124298,2008,SE,Fellowships,Sweden,Europe,MINT
124300,2008,US,Fellowships,United States,North America,SSH
124300,2008,CA,Fellowships,Canada,North America,SSH
124300,2008,US,Fellowships,United States,North America,SSH
124302,2008,US,Fellowships,United States,North America,MINT
124303,2008,US,Fellowships,United States,North America,MINT
124305,2008,US,Fellowships,United States,North America,SSH
124305,2008,US,Fellowships,United States,North America,SSH
124305,2008,US,Fellowships,United States,North America,SSH
124305,2008,US,Fellowships,United States,North America,SSH
124306,2008,FR,Fellowships,France,Europe,SSH
124307,2008,NZ,Fellowships,NA,Oceania,MINT
124309,2008,UK,Fellowships,United Kingdom,Europe,LS
124311,2008,FR,Fellowships,France,Europe,SSH
124317,2008,US,Fellowships,United States,North America,LS
124318,2008,US,Fellowships,United States,North America,LS
124323,2008,US,Fellowships,United States,North America,MINT
124325,2008,FR,Fellowships,France,Europe,SSH
124334,2008,US,Fellowships,United States,North America,MINT
124340,2008,US,Fellowships,United States,North America,LS
124341,2008,US,Fellowships,United States,North America,LS
124343,2008,US,Fellowships,United States,North America,LS
124344,2008,UK,Fellowships,United Kingdom,Europe,MINT
124345,2008,NL,Fellowships,Netherlands,Europe,SSH
124345,2008,UK,Fellowships,United Kingdom,Europe,SSH
124350,2008,UK,Fellowships,United Kingdom,Europe,MINT
124351,2008,FR,Fellowships,France,Europe,MINT
124352,2008,UK,Fellowships,United Kingdom,Europe,MINT
124353,2008,US,Fellowships,United States,North America,MINT
124355,2008,US,Fellowships,United States,North America,LS
124362,2008,US,Fellowships,United States,North America,LS
124431,2008,AU,Fellowships,Australia,Oceania,LS
124435,2008,US,Fellowships,United States,North America,LS
124436,2008,CA,Fellowships,Canada,North America,LS
124437,2008,CA,Fellowships,Canada,North America,LS
124596,2008,US,Fellowships,United States,North America,MINT
124604,2008,US,Fellowships,United States,North America,LS
124604,2008,US,Fellowships,United States,North America,LS
124712,2008,US,Fellowships,United States,North America,SSH
124730,2008,US,Fellowships,United States,North America,LS
124730,2008,US,Fellowships,United States,North America,LS
124742,2008,US,Fellowships,United States,North America,LS
124750,2008,DE,Fellowships,Germany,Europe,MINT
124807,2008,UK,Fellowships,United Kingdom,Europe,MINT
124852,2008,CA,Fellowships,Canada,North America,MINT
124869,2008,US,Fellowships,United States,North America,LS
124878,2008,DE,Fellowships,Germany,Europe,LS
125065,2008,DE,Fellowships,Germany,Europe,LS
125219,2008,US,Fellowships,United States,North America,LS
125233,2008,FR,Fellowships,France,Europe,SSH
125245,2008,US,Fellowships,United States,North America,MINT
125265,2008,US,Fellowships,United States,North America,LS
125266,2008,CA,Fellowships,Canada,North America,LS
125268,2008,CA,Fellowships,Canada,North America,LS
125312,2008,US,Fellowships,United States,North America,LS
125349,2008,UK,Fellowships,United Kingdom,Europe,LS
125400,2008,CA,Fellowships,Canada,North America,LS
125411,2008,US,Fellowships,United States,North America,SSH
125415,2008,US,Fellowships,United States,North America,SSH
125438,2008,US,Fellowships,United States,North America,LS
125446,2008,US,Fellowships,United States,North America,MINT
125458,2008,CA,Fellowships,Canada,North America,LS
125465,2008,US,Fellowships,United States,North America,MINT
125467,2008,US,Fellowships,United States,North America,MINT
125470,2008,US,Fellowships,United States,North America,LS
125474,2008,US,Fellowships,United States,North America,MINT
125476,2008,IT,Fellowships,Italy,Europe,MINT
125484,2008,US,Fellowships,United States,North America,MINT
125490,2008,US,Fellowships,United States,North America,MINT
125507,2008,PT,Fellowships,NA,Europe,MINT
125509,2008,UK,Fellowships,United Kingdom,Europe,MINT
125509,2008,JP,Fellowships,NA,Asia,MINT
125510,2008,US,Fellowships,United States,North America,LS
125519,2008,US,Fellowships,United States,North America,LS
125521,2008,US,Fellowships,United States,North America,LS
125524,2008,DK,Fellowships,NA,Europe,SSH
125525,2008,US,Fellowships,United States,North America,LS
125526,2008,AU,Fellowships,Australia,Oceania,LS
125533,2008,US,Fellowships,United States,North America,LS
125536,2008,FR,Fellowships,France,Europe,LS
125537,2008,NL,Fellowships,Netherlands,Europe,MINT
125542,2008,DE,Fellowships,Germany,Europe,LS
125546,2008,UK,Fellowships,United Kingdom,Europe,MINT
125547,2008,CA,Fellowships,Canada,North America,MINT
125547,2008,CA,Fellowships,Canada,North America,MINT
125550,2008,UK,Fellowships,United Kingdom,Europe,LS
125555,2008,US,Fellowships,United States,North America,MINT
125558,2008,US,Fellowships,United States,North America,LS
125559,2008,US,Fellowships,United States,North America,MINT
125560,2008,UK,Fellowships,United Kingdom,Europe,LS
125561,2008,US,Fellowships,United States,North America,MINT
125563,2008,US,Fellowships,United States,North America,LS
125564,2008,AU,Fellowships,Australia,Oceania,MINT
125569,2008,US,Fellowships,United States,North America,SSH
125570,2008,US,Fellowships,United States,North America,SSH
125571,2008,US,Fellowships,United States,North America,LS
125573,2008,US,Fellowships,United States,North America,SSH
125576,2008,CA,Fellowships,Canada,North America,LS
125579,2008,US,Fellowships,United States,North America,LS
125580,2008,AU,Fellowships,Australia,Oceania,LS
125590,2008,UK,Fellowships,United Kingdom,Europe,MINT
125605,2008,CL,Fellowships,NA,Latin America,MINT
125607,2008,US,Fellowships,United States,North America,MINT
125608,2008,BE,Fellowships,Belgium,Europe,LS
125610,2008,FR,Fellowships,France,Europe,LS
125612,2008,US,Fellowships,United States,North America,MINT
125613,2008,AU,Fellowships,Australia,Oceania,LS
125614,2008,CA,Fellowships,Canada,North America,LS
125691,2009,UK,Fellowships,United Kingdom,Europe,MINT
125703,2009,US,Fellowships,United States,North America,MINT
125717,2009,DE,Fellowships,Germany,Europe,LS
125719,2009,FR,Fellowships,France,Europe,LS
125722,2009,UK,Fellowships,United Kingdom,Europe,SSH
125726,2009,UK,Fellowships,United Kingdom,Europe,LS
125836,2009,US,Fellowships,United States,North America,SSH
125837,2009,US,Fellowships,United States,North America,LS
125840,2009,US,Fellowships,United States,North America,LS
125841,2009,US,Fellowships,United States,North America,MINT
125849,2009,UK,Fellowships,United Kingdom,Europe,SSH
125858,2009,DE,Fellowships,Germany,Europe,SSH
125859,2009,US,Fellowships,United States,North America,MINT
125861,2009,UK,Fellowships,United Kingdom,Europe,LS
125863,2009,US,Fellowships,United States,North America,SSH
125865,2009,FR,Fellowships,France,Europe,SSH
125875,2009,CA,Fellowships,Canada,North America,LS
125895,2009,US,Fellowships,United States,North America,LS
125905,2009,UK,Fellowships,United Kingdom,Europe,LS
125913,2009,CA,Fellowships,Canada,North America,LS
125914,2009,US,Fellowships,United States,North America,SSH
125915,2009,CA,Fellowships,Canada,North America,MINT
125916,2009,UK,Fellowships,United Kingdom,Europe,SSH
125917,2009,US,Fellowships,United States,North America,MINT
125918,2009,AU,Fellowships,Australia,Oceania,LS
125920,2009,FR,Fellowships,France,Europe,MINT
125930,2009,ZA,Fellowships,NA,Africa,LS
125961,2009,UK,Fellowships,United Kingdom,Europe,SSH
125971,2009,IT,Fellowships,Italy,Europe,SSH
125972,2009,UK,Fellowships,United Kingdom,Europe,SSH
126025,2009,CA,Fellowships,Canada,North America,LS
126042,2009,US,Fellowships,United States,North America,SSH
126056,2009,US,Fellowships,United States,North America,MINT
126062,2009,US,Fellowships,United States,North America,SSH
126068,2009,AU,Fellowships,Australia,Oceania,LS
126114,2009,UK,Fellowships,United Kingdom,Europe,SSH
126114,2009,ES,Fellowships,Spain,Europe,SSH
126150,2009,FR,Fellowships,France,Europe,MINT
126153,2009,US,Fellowships,United States,North America,SSH
126155,2009,FR,Fellowships,France,Europe,SSH
126156,2009,US,Fellowships,United States,North America,SSH
126156,2009,US,Fellowships,United States,North America,SSH
126157,2009,UK,Fellowships,United Kingdom,Europe,SSH
126157,2009,US,Fellowships,United States,North America,SSH
126157,2009,UK,Fellowships,United Kingdom,Europe,SSH
126160,2009,DE,Fellowships,Germany,Europe,SSH
126160,2009,US,Fellowships,United States,North America,SSH
126162,2009,AR,Fellowships,NA,Latin America,SSH
126162,2009,ES,Fellowships,Spain,Europe,SSH
126163,2009,US,Fellowships,United States,North America,SSH
126163,2009,DE,Fellowships,Germany,Europe,SSH
126163,2009,US,Fellowships,United States,North America,SSH
126164,2009,FR,Fellowships,France,Europe,SSH
126164,2009,US,Fellowships,United States,North America,SSH
126165,2009,RO,Fellowships,NA,Europe,SSH
126166,2009,AT,Fellowships,Austria,Europe,SSH
126166,2009,HR,Fellowships,NA,Europe,SSH
126167,2009,US,Fellowships,United States,North America,SSH
126169,2009,UK,Fellowships,United Kingdom,Europe,SSH
126169,2009,UK,Fellowships,United Kingdom,Europe,SSH
126175,2009,US,Fellowships,United States,North America,MINT
126182,2009,IT,Fellowships,Italy,Europe,SSH
126182,2009,DE,Fellowships,Germany,Europe,SSH
126182,2009,IT,Fellowships,Italy,Europe,SSH
126184,2009,FR,Fellowships,France,Europe,SSH
126184,2009,US,Fellowships,United States,North America,SSH
126184,2009,DE,Fellowships,Germany,Europe,SSH
126184,2009,DE,Fellowships,Germany,Europe,SSH
126186,2009,CZ,Fellowships,NA,Europe,SSH
126187,2009,AU,Fellowships,Australia,Oceania,MINT
126188,2009,US,Fellowships,United States,North America,SSH
126188,2009,DE,Fellowships,Germany,Europe,SSH
126195,2009,AU,Fellowships,Australia,Oceania,MINT
126216,2009,US,Fellowships,United States,North America,MINT
126216,2009,AU,Fellowships,Australia,Oceania,MINT
126220,2009,US,Fellowships,United States,North America,MINT
126221,2009,DE,Fellowships,Germany,Europe,MINT
126223,2009,UK,Fellowships,United Kingdom,Europe,MINT
126225,2009,US,Fellowships,United States,North America,MINT
126226,2009,UK,Fellowships,United Kingdom,Europe,MINT
126227,2009,US,Fellowships,United States,North America,MINT
126228,2009,US,Fellowships,United States,North America,MINT
126239,2009,UK,Fellowships,United Kingdom,Europe,MINT
126239,2009,US,Fellowships,United States,North America,MINT
126240,2009,FR,Fellowships,France,Europe,LS
126241,2009,US,Fellowships,United States,North America,LS
126243,2009,US,Fellowships,United States,North America,LS
126243,2009,US,Fellowships,United States,North America,LS
126244,2009,US,Fellowships,United States,North America,LS
126245,2009,CA,Fellowships,Canada,North America,LS
126245,2009,CA,Fellowships,Canada,North America,LS
126247,2009,US,Fellowships,United States,North America,LS
126247,2009,US,Fellowships,United States,North America,LS
126248,2009,US,Fellowships,United States,North America,LS
126249,2009,AU,Fellowships,Australia,Oceania,LS
126249,2009,AU,Fellowships,Australia,Oceania,LS
126250,2009,US,Fellowships,United States,North America,LS
126251,2009,US,Fellowships,United States,North America,LS
126252,2009,US,Fellowships,United States,North America,LS
126253,2009,US,Fellowships,United States,North America,LS
126254,2009,US,Fellowships,United States,North America,LS
126255,2009,DE,Fellowships,Germany,Europe,LS
126259,2009,ES,Fellowships,Spain,Europe,LS
126477,2009,AU,Fellowships,Australia,Oceania,LS
127028,2009,CA,Fellowships,Canada,North America,SSH
127283,2009,US,Fellowships,United States,North America,LS
127312,2009,US,Fellowships,United States,North America,LS
127322,2009,UK,Fellowships,United Kingdom,Europe,LS
127520,2009,UK,Fellowships,United Kingdom,Europe,SSH
127649,2009,US,Fellowships,United States,North America,MINT
127650,2009,DE,Fellowships,Germany,Europe,SSH
127650,2009,IT,Fellowships,Italy,Europe,SSH
127651,2009,US,Fellowships,United States,North America,MINT
127667,2009,US,Fellowships,United States,North America,LS
127668,2009,CA,Fellowships,Canada,North America,MINT
127671,2009,UK,Fellowships,United Kingdom,Europe,LS
127673,2009,US,Fellowships,United States,North America,LS
127674,2009,AU,Fellowships,Australia,Oceania,LS
127676,2009,US,Fellowships,United States,North America,LS
127678,2009,US,Fellowships,United States,North America,LS
127683,2009,AU,Fellowships,Australia,Oceania,MINT
127684,2009,US,Fellowships,United States,North America,LS
127685,2009,AU,Fellowships,Australia,Oceania,LS
127687,2009,AU,Fellowships,Australia,Oceania,LS
127691,2009,US,Fellowships,United States,North America,SSH
127693,2009,US,Fellowships,United States,North America,LS
127713,2009,ES,Fellowships,Spain,Europe,MINT
127713,2009,US,Fellowships,United States,North America,MINT
127724,2009,US,Fellowships,United States,North America,LS
127728,2009,US,Fellowships,United States,North America,LS
127740,2009,DE,Fellowships,Germany,Europe,MINT
127745,2009,US,Fellowships,United States,North America,SSH
127757,2009,UK,Fellowships,United Kingdom,Europe,MINT
127758,2009,KE,Fellowships,NA,Africa,LS
127759,2009,FI,Fellowships,NA,Europe,MINT
127760,2009,DK,Fellowships,NA,Europe,MINT
127761,2009,US,Fellowships,United States,North America,LS
127763,2009,ES,Fellowships,Spain,Europe,MINT
127764,2009,UK,Fellowships,United Kingdom,Europe,MINT
127765,2009,US,Fellowships,United States,North America,MINT
127768,2009,US,Fellowships,United States,North America,MINT
127782,2009,US,Fellowships,United States,North America,SSH
127784,2009,US,Fellowships,United States,North America,SSH
127786,2009,CA,Fellowships,Canada,North America,MINT
127787,2009,SE,Fellowships,Sweden,Europe,LS
127791,2009,US,Fellowships,United States,North America,SSH
127791,2009,CA,Fellowships,Canada,North America,SSH
127796,2009,UK,Fellowships,United Kingdom,Europe,LS
127797,2009,US,Fellowships,United States,North America,MINT
127801,2009,US,Fellowships,United States,North America,MINT
127802,2009,JP,Fellowships,NA,Asia,MINT
127804,2009,US,Fellowships,United States,North America,MINT
127805,2009,US,Fellowships,United States,North America,MINT
127806,2009,DK,Fellowships,NA,Europe,MINT
127810,2009,US,Fellowships,United States,North America,MINT
127812,2009,CA,Fellowships,Canada,North America,MINT
127813,2009,UK,Fellowships,United Kingdom,Europe,LS
127814,2009,US,Fellowships,United States,North America,MINT
127816,2009,US,Fellowships,United States,North America,MINT
127819,2009,US,Fellowships,United States,North America,MINT
127820,2009,US,Fellowships,United States,North America,LS
127821,2009,US,Fellowships,United States,North America,MINT
127825,2009,DE,Fellowships,Germany,Europe,LS
127828,2009,UK,Fellowships,United Kingdom,Europe,MINT
127831,2009,DE,Fellowships,Germany,Europe,MINT
127847,2009,US,Fellowships,United States,North America,MINT
127849,2009,US,Fellowships,United States,North America,MINT
127853,2009,US,Fellowships,United States,North America,SSH
127855,2009,US,Fellowships,United States,North America,LS
127859,2009,SE,Fellowships,Sweden,Europe,MINT
127867,2009,UK,Fellowships,United Kingdom,Europe,MINT
127870,2009,CA,Fellowships,Canada,North America,LS
127875,2009,US,Fellowships,United States,North America,MINT
127877,2009,US,Fellowships,United States,North America,MINT
127878,2009,FR,Fellowships,France,Europe,MINT
127881,2009,US,Fellowships,United States,North America,LS
127890,2009,US,Fellowships,United States,North America,MINT
127896,2009,US,Fellowships,United States,North America,SSH
127902,2009,US,Fellowships,United States,North America,LS
127904,2009,US,Fellowships,United States,North America,LS
127905,2009,US,Fellowships,United States,North America,MINT
127907,2009,US,Fellowships,United States,North America,LS
127908,2009,US,Fellowships,United States,North America,MINT
127958,2009,US,Fellowships,United States,North America,LS
127959,2009,UK,Fellowships,United Kingdom,Europe,MINT
127960,2009,US,Fellowships,United States,North America,MINT
127985,2009,FR,Fellowships,France,Europe,MINT
127987,2009,FR,Fellowships,France,Europe,SSH
127987,2009,FR,Fellowships,France,Europe,SSH
128027,2009,DE,Fellowships,Germany,Europe,SSH
128055,2009,UK,Fellowships,United Kingdom,Europe,MINT
128067,2009,IT,Fellowships,Italy,Europe,MINT
128144,2009,FR,Fellowships,France,Europe,MINT
128144,2009,FR,Fellowships,France,Europe,MINT
128152,2009,DE,Fellowships,Germany,Europe,LS
128159,2009,US,Fellowships,United States,North America,LS
128181,2009,US,Fellowships,United States,North America,SSH
128212,2009,CA,Fellowships,Canada,North America,LS
128219,2009,UK,Fellowships,United Kingdom,Europe,SSH
128233,2009,US,Fellowships,United States,North America,LS
128240,2009,FR,Fellowships,France,Europe,SSH
128255,2009,DK,Fellowships,NA,Europe,MINT
128263,2009,CA,Fellowships,Canada,North America,LS
128263,2009,CR,Fellowships,NA,Latin America,LS
128266,2009,US,Fellowships,United States,North America,LS
128275,2009,UK,Fellowships,United Kingdom,Europe,SSH
128278,2009,US,Fellowships,United States,North America,LS
128279,2009,IN,Fellowships,NA,Asia,LS
128279,2009,FR,Fellowships,France,Europe,LS
128287,2009,US,Fellowships,United States,North America,LS
128295,2009,CA,Fellowships,Canada,North America,LS
128317,2009,US,Fellowships,United States,North America,LS
128327,2009,DE,Fellowships,Germany,Europe,SSH
128330,2009,ZA,Fellowships,NA,Africa,LS
128345,2009,US,Fellowships,United States,North America,LS
128350,2009,AU,Fellowships,Australia,Oceania,LS
128354,2009,US,Fellowships,United States,North America,MINT
128361,2009,ES,Fellowships,Spain,Europe,LS
128362,2009,DE,Fellowships,Germany,Europe,LS
128364,2009,CA,Fellowships,Canada,North America,LS
128382,2009,KH,Fellowships,NA,Asia,SSH
128382,2009,IE,Fellowships,NA,Europe,SSH
128392,2009,AU,Fellowships,Australia,Oceania,LS
128402,2009,US,Fellowships,United States,North America,LS
128433,2009,NL,Fellowships,Netherlands,Europe,LS
128449,2009,US,Fellowships,United States,North America,SSH
128453,2009,US,Fellowships,United States,North America,LS
128457,2009,US,Fellowships,United States,North America,SSH
128462,2009,DE,Fellowships,Germany,Europe,LS
128477,2009,US,Fellowships,United States,North America,MINT
128481,2009,UK,Fellowships,United Kingdom,Europe,MINT
128487,2009,UK,Fellowships,United Kingdom,Europe,LS
128521,2009,UK,Fellowships,United Kingdom,Europe,LS
128541,2009,BR,Fellowships,NA,Latin America,SSH
128567,2009,NL,Fellowships,Netherlands,Europe,LS
128569,2009,UK,Fellowships,United Kingdom,Europe,LS
128571,2009,US,Fellowships,United States,North America,MINT
128578,2009,UK,Fellowships,United Kingdom,Europe,LS
128614,2009,US,Fellowships,United States,North America,SSH
128619,2009,DE,Fellowships,Germany,Europe,SSH
128619,2009,IT,Fellowships,Italy,Europe,SSH
128633,2009,NL,Fellowships,Netherlands,Europe,SSH
128633,2009,ES,Fellowships,Spain,Europe,SSH
128633,2009,US,Fellowships,United States,North America,SSH
128637,2009,FR,Fellowships,France,Europe,LS
128648,2009,US,Fellowships,United States,North America,LS
128651,2009,US,Fellowships,United States,North America,LS
128699,2009,CA,Fellowships,Canada,North America,SSH
128699,2009,US,Fellowships,United States,North America,SSH
128701,2009,US,Fellowships,United States,North America,SSH
129009,2009,UK,Fellowships,United Kingdom,Europe,LS
129016,2009,SE,Fellowships,Sweden,Europe,LS
129035,2009,IT,Fellowships,Italy,Europe,SSH
129038,2009,UK,Fellowships,United Kingdom,Europe,SSH
129047,2009,FR,Fellowships,France,Europe,SSH
129047,2009,BO,Fellowships,NA,Latin America,SSH
129057,2009,UK,Fellowships,United Kingdom,Europe,SSH
129061,2009,US,Fellowships,United States,North America,SSH
129061,2009,IT,Fellowships,Italy,Europe,SSH
129070,2009,CA,Fellowships,Canada,North America,SSH
129070,2009,DE,Fellowships,Germany,Europe,SSH
129084,2009,DE,Fellowships,Germany,Europe,MINT
129085,2009,UK,Fellowships,United Kingdom,Europe,MINT
129086,2009,US,Fellowships,United States,North America,MINT
129089,2009,CA,Fellowships,Canada,North America,MINT
129089,2009,DE,Fellowships,Germany,Europe,MINT
129090,2009,US,Fellowships,United States,North America,MINT
129091,2009,DE,Fellowships,Germany,Europe,MINT
129092,2009,US,Fellowships,United States,North America,MINT
129093,2009,US,Fellowships,United States,North America,MINT
129093,2009,US,Fellowships,United States,North America,MINT
129096,2009,US,Fellowships,United States,North America,SSH
129097,2009,US,Fellowships,United States,North America,SSH
129100,2009,FR,Fellowships,France,Europe,SSH
129100,2009,FR,Fellowships,France,Europe,SSH
129102,2009,US,Fellowships,United States,North America,SSH
129105,2009,CA,Fellowships,Canada,North America,LS
129106,2009,UK,Fellowships,United Kingdom,Europe,LS
129107,2009,CA,Fellowships,Canada,North America,LS
129109,2009,US,Fellowships,United States,North America,LS
129111,2009,US,Fellowships,United States,North America,LS
129111,2009,US,Fellowships,United States,North America,LS
129117,2009,DE,Fellowships,Germany,Europe,SSH
129119,2009,IT,Fellowships,Italy,Europe,SSH
129119,2009,IT,Fellowships,Italy,Europe,SSH
129120,2009,DE,Fellowships,Germany,Europe,SSH
129123,2009,CA,Fellowships,Canada,North America,SSH
129125,2009,UK,Fellowships,United Kingdom,Europe,SSH
129125,2009,US,Fellowships,United States,North America,SSH
129125,2009,NL,Fellowships,Netherlands,Europe,SSH
129125,2009,US,Fellowships,United States,North America,SSH
129127,2009,FR,Fellowships,France,Europe,SSH
129127,2009,DE,Fellowships,Germany,Europe,SSH
129130,2009,US,Fellowships,United States,North America,LS
129134,2009,UK,Fellowships,United Kingdom,Europe,LS
129134,2009,UK,Fellowships,United Kingdom,Europe,LS
129137,2009,CA,Fellowships,Canada,North America,LS
129137,2009,FR,Fellowships,France,Europe,LS
129139,2009,US,Fellowships,United States,North America,LS
129140,2009,ZA,Fellowships,NA,Africa,LS
129140,2009,CA,Fellowships,Canada,North America,LS
129149,2009,UK,Fellowships,United Kingdom,Europe,LS
129149,2009,UK,Fellowships,United Kingdom,Europe,LS
129150,2009,JP,Fellowships,NA,Asia,SSH
129150,2009,UK,Fellowships,United Kingdom,Europe,SSH
129150,2009,DE,Fellowships,Germany,Europe,SSH
129150,2009,UK,Fellowships,United Kingdom,Europe,SSH
129163,2009,DE,Fellowships,Germany,Europe,SSH
129163,2009,DE,Fellowships,Germany,Europe,SSH
129204,2009,US,Fellowships,United States,North America,LS
129215,2009,US,Fellowships,United States,North America,SSH
129325,2009,US,Fellowships,United States,North America,MINT
129327,2009,RU,Fellowships,NA,Europe,SSH
129330,2009,US,Fellowships,United States,North America,SSH
129331,2009,NL,Fellowships,Netherlands,Europe,SSH
129335,2009,US,Fellowships,United States,North America,SSH
129336,2009,UK,Fellowships,United Kingdom,Europe,MINT
129341,2009,US,Fellowships,United States,North America,MINT
129343,2009,US,Fellowships,United States,North America,LS
129357,2009,AU,Fellowships,Australia,Oceania,LS
129380,2009,US,Fellowships,United States,North America,LS
129381,2009,FR,Fellowships,France,Europe,LS
129383,2009,US,Fellowships,United States,North America,LS
